Abbreviation,City,Customer Name,Customer Segment,Order Date,Order Date (copy),Order ID,Order Priority,Product Category,Product Container,Product Name,Product Sub-Category,Region,Row ID,Ship Date,Ship Mode,State,State1,Zip Code,Column,Discount,Number of Records,Order Quantity,Product Base Margin,Profit,Row,Sales,Shipping Cost,Unit Price
KS,Hutchinson,Sonia Sunley,Corporate,01-Jan-14,01-Jan-14,10144,Critical,Furniture,Jumbo Drum,Hon 4700 Series Mobuis™ Mid-Back Task Chairs with Adjustable Arms,Chairs & Chairmats,Central,1395,03-Jan-14,Delivery Truck,Kansas,Kansas,67501,5,0.08,1,16,0.64,103.83,5,5403.75,58.92,355.98
KS,Hutchinson,Sonia Sunley,Corporate,01-Jan-14,01-Jan-14,10144,Critical,Furniture,Jumbo Drum,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,Chairs & Chairmats,Central,1396,03-Jan-14,Delivery Truck,Kansas,Kansas,67501,5,0.02,1,1,0.62,-98.3,5,192.49,30,160.98
NJ,South Plainfield,Karl Brown,Corporate,01-Jan-14,01-Jan-14,10436,Low,Office Supplies,Wrap Bag,"Quartet Omega® Colored Chalk, 12/Pack",Pens & Art Supplies,East,1444,08-Jan-14,Regular Air,New Jersey,New Jersey,07080,10,0.09,1,24,0.38,49.81,3,138.75,1,5.84
OH,Xenia,Jas O'Carroll,Corporate,02-Jan-14,02-Jan-14,4006,Medium,Office Supplies,Wrap Bag,"Snap-A-Way® Black Print Carbonless Ruled Speed Letter, Triplicate",Paper,East,586,03-Jan-14,Regular Air,Ohio,Ohio,45385,8,0.06,1,38,0.38,624.84,3,1441.61,5.08,37.94
MD,Dundalk,Valerie Mitchum,Home Office,02-Jan-14,02-Jan-14,25188,Medium,Technology,Small Box,Accessory12,Telephones and Communication,East,3539,04-Jan-14,Regular Air,Maryland,Maryland,21222,8.5,0,1,20,0.35,682.479,4,1564.1615,2.5,85.99
WA,Tacoma,Christopher Conant,Consumer,02-Jan-14,02-Jan-14,9221,Low,Office Supplies,Large Box,"Bravo II™ Megaboss® 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",Appliances,West,1267,06-Jan-14,Regular Air,Washington,Washington,98408,1.5,0.03,1,9,0.56,-377.74,2,79.64,49,3.25
WA,Tacoma,Christopher Conant,Consumer,02-Jan-14,02-Jan-14,9221,Low,Office Supplies,Small Box,"Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box",Envelopes,West,1268,06-Jan-14,Regular Air,Washington,Washington,98408,1.5,0.04,1,25,0.38,326.4,2,1527.42,19.99,60.98
TX,Sulphur Springs,David Philippe,Consumer,03-Jan-14,03-Jan-14,58054,High,Furniture,Small Box,Eldon® Wave Desk Accessories,Office Furnishings,Central,8123,03-Jan-14,Regular Air,Texas,Texas,75482,4,0.04,1,26,0.43,-92.11,7,61.4,5.33,2.08
KY,Richmond,Michelle Moray,Corporate,03-Jan-14,03-Jan-14,33473,Low,Office Supplies,Small Pack,"Acme® 8"" Straight Scissors","Scissors, Rulers and Trimmers",South,4696,03-Jan-14,Regular Air,Kentucky,Kentucky,40475,6.5,0.08,1,50,0.6,27.86,4,600.22,3.14,12.98
CO,Englewood,Greg Matthias,Home Office,03-Jan-14,03-Jan-14,44198,Critical,Technology,Small Pack,Accessory39,Telephones and Communication,West,6238,03-Jan-14,Express Air,Colorado,Colorado,80112,3.5,0.04,1,35,0.81,-87.021,4,625.9485,3.3,20.99
OH,Lima,Kean Nguyen,Corporate,03-Jan-14,03-Jan-14,802,Critical,Technology,Small Box,"AT&T Black Trimline Phone, Model 210",Office Machines,East,125,03-Jan-14,Regular Air,Ohio,Ohio,45801,8,0.09,1,2,0.49,-52.1391,3,38.5,9.4,15.99
MD,Essex,Ralph Arnett,Consumer,03-Jan-14,03-Jan-14,54528,Medium,Office Supplies,Wrap Bag,Zebra Zazzle Fluorescent Highlighters,Pens & Art Supplies,East,7619,04-Jan-14,Regular Air,Maryland,Maryland,21221,8.5,0.03,1,15,0.51,19.71,4,92.03,0.91,6.08
NY,Dix Hills,Dorris Love,Home Office,03-Jan-14,03-Jan-14,52486,Not Specified,Technology,Small Box,Gyration Ultra Professional Cordless Optical Suite,Computer Peripherals,East,7365,04-Jan-14,Regular Air,New York,New York,11746,9.5,0.1,1,41,0.48,4160.88,2,11883.2,7.18,300.97
IL,Franklin Park,Ralph Arnett,Consumer,03-Jan-14,03-Jan-14,54528,Medium,Office Supplies,Small Pack,Boston 16765 Mini Stand Up Battery Pencil Sharpener,Pens & Art Supplies,Central,7620,05-Jan-14,Regular Air,Illinois,Illinois,60131,6,0.01,1,17,0.59,-85.91,3,207.19,8.99,11.66
IL,Franklin Park,Ralph Arnett,Consumer,03-Jan-14,03-Jan-14,54528,Medium,Office Supplies,Small Pack,Staples Battery-Operated Desktop Pencil Sharpener,Pens & Art Supplies,Central,7621,05-Jan-14,Regular Air,Illinois,Illinois,60131,6,0.06,1,8,0.6,-6.38,3,88,2.89,10.48
OH,Lima,Kean Nguyen,Corporate,03-Jan-14,03-Jan-14,802,Critical,Office Supplies,Small Box,Fellowes Binding Cases,Binders and Binder Accessories,East,124,05-Jan-14,Regular Air,Ohio,Ohio,45801,8,0.08,1,33,0.4,12.7245,3,378.6,5.63,11.7
KY,Owensboro,Max Ludwig,Corporate,03-Jan-14,03-Jan-14,6560,Low,Office Supplies,Small Box,Staples 4 Outlet Surge Protector,Appliances,South,912,07-Jan-14,Regular Air,Kentucky,Kentucky,42301,6.5,0.09,1,20,0.58,-18.73,4,169.18,3.5,8.67
KY,Paducah,Max Ludwig,Corporate,03-Jan-14,03-Jan-14,6560,Low,Furniture,Jumbo Box,Global Adaptabilities™ Conference Tables,Tables,South,913,08-Jan-14,Delivery Truck,Kentucky,Kentucky,42003,6.5,0.04,1,37,0.66,1853.19,4,8252.392,35.67,280.98
UT,Murray,Anthony Jacobs,Home Office,04-Jan-14,04-Jan-14,25028,Critical,Furniture,Jumbo Box,O'Sullivan 5-Shelf Heavy-Duty Bookcases,Bookcases,West,3512,05-Jan-14,Delivery Truck,Utah,Utah,84107,4,0.02,1,5,0.6,-211.36,5,477.39,55.81,81.94
UT,Murray,Anthony Jacobs,Home Office,04-Jan-14,04-Jan-14,25028,Critical,Office Supplies,Wrap Bag,"Snap-A-Way® Black Print Carbonless Ruled Speed Letter, Triplicate",Paper,West,3513,06-Jan-14,Express Air,Utah,Utah,84107,4,0,1,14,0.38,203.24,5,552.08,5.08,37.94
MD,Ellicott City,Ralph Arnett,Consumer,05-Jan-14,05-Jan-14,8195,Medium,Office Supplies,Small Box,"Array® Parchment Paper, Assorted Colors",Paper,East,1118,06-Jan-14,Express Air,Maryland,Maryland,21042,8.5,0.05,1,5,0.37,-32.48,4,51.3,11.15,7.28
MD,Perry Hall,Barry Gonzalez,Consumer,05-Jan-14,05-Jan-14,29958,High,Office Supplies,Small Box,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",Binders and Binder Accessories,East,4216,06-Jan-14,Regular Air,Maryland,Maryland,21128,8.5,0,1,47,0.38,-72.3005,4,307.57,5.19,6.37
MD,Essex,Ralph Arnett,Consumer,05-Jan-14,05-Jan-14,8195,Medium,Office Supplies,Wrap Bag,Newell 337,Pens & Art Supplies,East,1120,06-Jan-14,Regular Air,Maryland,Maryland,21221,8.5,0.03,1,26,0.56,-70.02,4,87.52,3.97,3.28
MD,Perry Hall,Barry Gonzalez,Consumer,05-Jan-14,05-Jan-14,29958,High,Furniture,Jumbo Drum,Global Troy™ Executive Leather Low-Back Tilter,Chairs & Chairmats,East,4217,07-Jan-14,Delivery Truck,Maryland,Maryland,21128,8.5,0.1,1,32,0.6,3408.29,4,14861.07,26,500.98
NJ,South Orange,Deanra Eno,Corporate,05-Jan-14,05-Jan-14,35845,High,Furniture,Jumbo Box,Bretford Rectangular Conference Table Tops,Tables,East,5030,07-Jan-14,Delivery Truck,New Jersey,New Jersey,07079,10,0.05,1,15,0.74,-712.5261,3,5713.48,85.63,376.13
MD,Essex,Ralph Arnett,Consumer,05-Jan-14,05-Jan-14,8195,Medium,Furniture,Wrap Bag,"Master Caster Door Stop, Gray",Office Furnishings,East,1119,07-Jan-14,Regular Air,Maryland,Maryland,21221,8.5,0.1,1,1,0.51,-7.9,4,8.48,3.63,5.08
MO,Saint Peters,Christine Sundaresam,Small Business,05-Jan-14,05-Jan-14,43808,Low,Furniture,Small Box,Eldon Expressions Mahogany Wood Desk Collection,Office Furnishings,Central,6179,12-Jan-14,Regular Air,Missouri,MO,63376,5.5,0.04,1,16,0.6,-22.21,4,108.73,5.22,6.24
FL,Fort Lauderdale,Mick Crebagga,Home Office,06-Jan-14,06-Jan-14,3488,Medium,Office Supplies,Small Pack,Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener,Pens & Art Supplies,South,505,07-Jan-14,Regular Air,Florida,Florida,33311,8.5,0.02,1,6,0.55,-0.310000000,8,133.4,2.87,21.98
MI,Roseville,Vicky Freymann,Home Office,06-Jan-14,06-Jan-14,50945,Critical,Technology,Small Pack,Accessory13,Telephones and Communication,Central,7138,08-Jan-14,Regular Air,Michigan,Michigan,48066,7.5,0.01,1,27,0.57,192.294,2,834.0625,1.25,35.99
FL,Fort Lauderdale,Mick Crebagga,Home Office,06-Jan-14,06-Jan-14,3488,Medium,Furniture,Jumbo Drum,"Global High-Back Leather Tilter, Burgundy",Chairs & Chairmats,South,504,09-Jan-14,Delivery Truck,Florida,Florida,33311,8.5,0.06,1,39,0.74,-1864.08,8,4669.19,70.2,122.99
IL,Normal,Sylvia Foulston,Corporate,07-Jan-14,07-Jan-14,58340,Medium,Office Supplies,Small Box,Eureka The Boss® Cordless Rechargeable Stick Vac,Appliances,Central,8159,08-Jan-14,Regular Air,Illinois,Illinois,61761,6,0.03,1,36,0.58,278.12,3,1936.3,13.66,50.98
OH,North Olmsted,Ryan Akin,Consumer,07-Jan-14,07-Jan-14,46402,Medium,Technology,Small Box,StarTAC 7797,Telephones and Communication,East,6521,08-Jan-14,Express Air,Ohio,Ohio,44070,8,0.01,1,12,0.55,52.929,3,1219.1465,2.5,115.99
OH,North Olmsted,Ryan Akin,Consumer,07-Jan-14,07-Jan-14,46402,Medium,Technology,Medium Box,"Panasonic All Digital Answering System with Caller ID*, KX-TM150B",Telephones and Communication,East,6520,08-Jan-14,Regular Air,Ohio,Ohio,44070,8,0.01,1,29,0.6,166.365,3,1777.469,13.99,66.99
OH,North Olmsted,Ryan Akin,Consumer,07-Jan-14,07-Jan-14,46402,Medium,Furniture,Small Box,"Deflect-o SuperTray™ Unbreakable Stackable Tray, Letter, Black",Office Furnishings,East,6519,09-Jan-14,Regular Air,Ohio,Ohio,44070,8,0.03,1,27,0.42,322.88,3,826.27,8.55,29.18
CA,Bakersfield,Peter Buhler,Consumer,07-Jan-14,07-Jan-14,7840,Low,Technology,Small Pack,"Maxell 3.5"" DS/HD IBM-Formatted Diskettes, 10/Pack",Computer Peripherals,West,1059,11-Jan-14,Regular Air,California,California,93309,2,0.1,1,34,0.66,-139.35,5,157.56,4.93,4.89
MS,Gulfport,Jack O'Briant,Home Office,07-Jan-14,07-Jan-14,52672,Low,Technology,Small Box,8860,Telephones and Communication,South,7389,12-Jan-14,Regular Air,Mississippi,Mississippi,39503,6.5,0.09,1,29,0.56,188.982,6,1499.5275,5.26,65.99
KY,Louisville,Maribeth Yedwab,Home Office,08-Jan-14,08-Jan-14,19654,High,Furniture,Small Box,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",Office Furnishings,South,2725,08-Jan-14,Regular Air,Kentucky,Kentucky,40214,6.5,0.04,1,8,0.44,256.18,4,381.69,6.77,46.94
AL,Mobile,Patrick Gardner,Consumer,08-Jan-14,08-Jan-14,23556,Medium,Office Supplies,Small Box,Hoover WindTunnel™ Plus Canister Vacuum,Appliances,South,3294,09-Jan-14,Express Air,Alabama,Alabama,36608,7.5,0.05,1,34,0.57,3302.03,6,11747.97,19.99,363.25
CA,Morgan Hill,Grant Thornton,Corporate,08-Jan-14,08-Jan-14,43814,Medium,Office Supplies,Small Box,"Wilson Jones 1"" Hanging DublLock® Ring Binders",Binders and Binder Accessories,West,6181,09-Jan-14,Regular Air,California,California,95037,2,0.09,1,40,0.37,-12.88,5,197.1,2.99,5.28
CA,Morgan Hill,Grant Thornton,Corporate,08-Jan-14,08-Jan-14,43814,Medium,Office Supplies,Wrap Bag,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",Paper,West,6182,09-Jan-14,Regular Air,California,California,95037,2,0.03,1,47,0.36,13.8,5,199.48,2.26,4.2
NC,Sanford,Frank Gastineau,Small Business,08-Jan-14,08-Jan-14,40225,Low,Furniture,Jumbo Drum,"Global High-Back Leather Tilter, Burgundy",Chairs & Chairmats,South,5691,10-Jan-14,Delivery Truck,North Carolina,North Carolina,27237,9,0.05,1,45,0.74,-1857.06,5,5643.49,70.2,122.99
TX,Denton,Darren Powers,Corporate,08-Jan-14,08-Jan-14,14693,Critical,Office Supplies,Jumbo Drum,"Tennsco Lockers, Sand",Storage & Organization,Central,2056,10-Jan-14,Delivery Truck,Texas,Texas,76201,4,0.05,1,38,0.61,-1348.5,7,847.82,45,20.98
TX,Denton,Darren Powers,Corporate,08-Jan-14,08-Jan-14,14693,Critical,Office Supplies,Small Box,Xerox 221,Paper,Central,2055,10-Jan-14,Regular Air,Texas,Texas,76201,4,0.02,1,39,0.37,-87.52,7,268.94,6.41,6.48
MI,Novi,Shahid Shariari,Corporate,08-Jan-14,08-Jan-14,1445,Medium,Office Supplies,Small Pack,Staples SlimLine Pencil Sharpener,Pens & Art Supplies,Central,223,10-Jan-14,Regular Air,Michigan,Michigan,48375,7.5,0.08,1,30,0.6,-74.21,2,339.49,5.81,11.97
MI,Novi,Shahid Shariari,Corporate,08-Jan-14,08-Jan-14,1445,Medium,Office Supplies,Small Box,GBC DocuBind 200 Manual Binding Machine,Binders and Binder Accessories,Central,222,11-Jan-14,Regular Air,Michigan,Michigan,48375,7.5,0,1,3,0.35,-20.5505,2,1326.09,19.99,420.98
NC,Sanford,Frank Gastineau,Small Business,08-Jan-14,08-Jan-14,40225,Low,Office Supplies,Small Box,GBC Poly Designer Binding Covers,Binders and Binder Accessories,South,5690,15-Jan-14,Regular Air,North Carolina,North Carolina,27237,9,0.06,1,50,0.36,212.7295,5,839.07,5.08,16.74
IL,Bloomington,Beth Thompson,Corporate,09-Jan-14,09-Jan-14,35266,Not Specified,Office Supplies,Wrap Bag,Newell 312,Pens & Art Supplies,Central,4957,09-Jan-14,Regular Air,Illinois,Illinois,61701,6,0.07,1,39,0.55,33.5,3,217.25,1.2,5.84
MI,Sault Sainte Marie,Neil Knudson,Corporate,09-Jan-14,09-Jan-14,32901,Critical,Office Supplies,Small Box,Avery 496,Labels,Central,4620,10-Jan-14,Regular Air,Michigan,Michigan,49783,7.5,0,1,13,0.37,17.7,2,49.74,0.5,3.75
ND,Fargo,Sandra Glassco,Home Office,09-Jan-14,09-Jan-14,20805,High,Office Supplies,Small Box,Xerox 1962,Paper,Central,2884,10-Jan-14,Regular Air,North Dakota,North Dakota,58103,3.5,0.06,1,3,0.4,-10.37,2,17.7,4.79,4.28
ND,Fargo,Sandra Glassco,Home Office,09-Jan-14,09-Jan-14,20805,High,Office Supplies,Wrap Bag,Avery Hi-Liter Pen Style Six-Color Fluorescent Set,Pens & Art Supplies,Central,2885,10-Jan-14,Regular Air,North Dakota,North Dakota,58103,3.5,0.1,1,12,0.44,9.18,2,45.61,0.7,3.85
IL,Bloomington,Beth Thompson,Corporate,09-Jan-14,09-Jan-14,35266,Not Specified,Furniture,Jumbo Box,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,Tables,Central,4958,11-Jan-14,Delivery Truck,Illinois,Illinois,61701,6,0.07,1,28,0.77,-998.937,3,5993.74,69.64,218.75
NY,Oceanside,Mitch Webber,Corporate,09-Jan-14,09-Jan-14,41254,Critical,Furniture,Medium Box,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",Office Furnishings,East,5817,11-Jan-14,Regular Air,New York,New York,11572,9.5,0.08,1,17,0.65,280.64,2,1782.68,5.81,107.53
ND,Fargo,Sandra Glassco,Home Office,09-Jan-14,09-Jan-14,20805,High,Furniture,Small Box,"DAX Copper Panel Document Frame, 5 x 7 Size",Office Furnishings,Central,2883,11-Jan-14,Regular Air,North Dakota,North Dakota,58103,3.5,0.08,1,35,0.43,73.57,2,418.34,5.16,12.58
CA,Thousand Oaks,Jeremy Pistek,Corporate,09-Jan-14,09-Jan-14,40420,High,Office Supplies,Small Box,Avery Durable Binders,Binders and Binder Accessories,West,5710,11-Jan-14,Regular Air,California,California,91360,2,0.1,1,22,0.36,-2.6105,5,59.08,1.49,2.88
TX,Sugar Land,Christine Phan,Small Business,09-Jan-14,09-Jan-14,42081,Low,Office Supplies,Small Box,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",Envelopes,Central,5929,11-Jan-14,Regular Air,Texas,Texas,77478,4,0.08,1,3,0.35,-5.05,7,32.49,1.39,10.94
MI,Adrian,Tony Chapman,Consumer,09-Jan-14,09-Jan-14,41895,Critical,Technology,Large Box,Canon imageCLASS 2200 Advanced Copier,Copiers and Fax,Central,5910,11-Jan-14,Regular Air,Michigan,Michigan,49221,7.5,0.05,1,8,0.37,-391.92,2,27663.92,24.49,3499.99
CA,Thousand Oaks,Jeremy Pistek,Corporate,09-Jan-14,09-Jan-14,40420,High,Technology,Wrap Bag,Accessory21,Telephones and Communication,West,5711,11-Jan-14,Regular Air,California,California,91360,2,0.08,1,50,0.37,450.018,5,886.363,0.99,20.99
ND,Fargo,Sandra Glassco,Home Office,09-Jan-14,09-Jan-14,20805,High,Office Supplies,Small Box,Avery Durable Poly Binders,Binders and Binder Accessories,Central,2882,12-Jan-14,Regular Air,North Dakota,North Dakota,58103,3.5,0.06,1,12,0.39,-58.328,2,69.98,6.98,5.53
TX,Sugar Land,Christine Phan,Small Business,09-Jan-14,09-Jan-14,42081,Low,Office Supplies,Small Box,Wilson Jones Impact Binders,Binders and Binder Accessories,Central,5928,14-Jan-14,Regular Air,Texas,Texas,77478,4,0.04,1,36,0.36,-110.1585,7,188.34,5.74,5.18
TX,Sugar Land,Christine Phan,Small Business,09-Jan-14,09-Jan-14,42081,Low,Technology,Small Box,6120,Telephones and Communication,Central,5930,14-Jan-14,Regular Air,Texas,Texas,77478,4,0.02,1,26,0.58,183.24,7,1493.858,8.8,65.99
CA,Pico Rivera,Anthony Garverick,Small Business,10-Jan-14,10-Jan-14,4134,Critical,Technology,Small Box,Microsoft Multimedia Keyboard,Computer Peripherals,West,608,10-Jan-14,Regular Air,California,California,90660,2,0.02,1,23,0.74,-16.05,5,757.91,4,30.97
OK,Midwest City,Joni Blumstein,Home Office,10-Jan-14,10-Jan-14,21670,High,Furniture,Small Box,Howard Miller 12-3/4 Diameter Accuwave DS ™ Wall Clock,Office Furnishings,Central,3013,11-Jan-14,Regular Air,Oklahoma,Oklahoma,73110,4.5,0,1,24,0.43,830.75,6,1965.21,19.99,78.69
OH,Warren,Vivek Grady,Home Office,10-Jan-14,10-Jan-14,46468,Critical,Office Supplies,Small Box,GBC DocuBind P100 Manual Binding Machine,Binders and Binder Accessories,East,6528,11-Jan-14,Regular Air,Ohio,Ohio,44483,8,0.08,1,46,0.4,2745.8655,3,7535.96,19.99,165.98
CA,Pico Rivera,Anthony Garverick,Small Business,10-Jan-14,10-Jan-14,4134,Critical,Furniture,Jumbo Box,"O'Sullivan Elevations Bookcase, Cherry Finish",Bookcases,West,607,12-Jan-14,Delivery Truck,California,California,90660,2,0.01,1,48,0.69,-824.15,5,6403.39,54.74,130.98
IN,Indianapolis,Greg Guthrie,Corporate,10-Jan-14,10-Jan-14,12773,Low,Office Supplies,Small Box,Acco Suede Grain Vinyl Round Ring Binder,Binders and Binder Accessories,Central,1783,12-Jan-14,Regular Air,Indiana,Indiana,46203,7,0.07,1,6,0.39,-4.6115,3,17,1.49,2.78
OH,Warren,Vivek Grady,Home Office,10-Jan-14,10-Jan-14,46468,Critical,Office Supplies,Small Box,Xerox 207,Paper,East,6530,12-Jan-14,Regular Air,Ohio,Ohio,44483,8,0.04,1,1,0.37,-8.89,3,11.87,5.4,6.48
OH,Warren,Vivek Grady,Home Office,10-Jan-14,10-Jan-14,46468,Critical,Technology,Small Pack,"80 Minute CD-R Spindle, 100/Pack - Staples",Computer Peripherals,East,6529,12-Jan-14,Express Air,Ohio,Ohio,44483,8,0.08,1,41,0.54,504.71,3,1618.31,1.99,39.48
IN,Indianapolis,Greg Guthrie,Corporate,10-Jan-14,10-Jan-14,12773,Low,Office Supplies,Small Box,Xerox 213,Paper,Central,1785,15-Jan-14,Regular Air,Indiana,Indiana,46203,7,0.05,1,19,0.37,-77.18,3,130.67,7.86,6.48
IN,Jeffersonville,Greg Guthrie,Corporate,10-Jan-14,10-Jan-14,12773,Low,Office Supplies,Wrap Bag,Newell 342,Pens & Art Supplies,Central,1786,15-Jan-14,Regular Air,Indiana,Indiana,47130,7,0.01,1,21,0.56,-50.88,3,77.62,3.97,3.28
IN,Indianapolis,Greg Guthrie,Corporate,10-Jan-14,10-Jan-14,12773,Low,Furniture,Small Box,Eldon Image Series Black Desk Accessories,Office Furnishings,Central,1784,19-Jan-14,Regular Air,Indiana,Indiana,46203,7,0.04,1,15,0.49,-49.6,3,67.41,6.6,4.14
CT,Hamden,Cynthia Voltz,Corporate,12-Jan-14,12-Jan-14,55815,High,Furniture,Large Box,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,Office Furnishings,East,7803,13-Jan-14,Express Air,Connecticut,Connecticut,06511,11,0.04,1,28,0.79,458.4,3,2860.19,10.12,105.29
MN,Maple Grove,Sally Matthias,Home Office,12-Jan-14,12-Jan-14,29409,High,Technology,Small Pack,BASF Silver 74 Minute CD-R,Computer Peripherals,Central,4144,14-Jan-14,Regular Air,Minnesota,Minnesota,55369,4.5,0.09,1,23,0.51,-33.52,2,38.99,1.99,1.7
NC,Wilson,Rick Wilson,Consumer,12-Jan-14,12-Jan-14,18370,Low,Technology,Small Box,Accessory27,Telephones and Communication,South,2530,16-Jan-14,Regular Air,North Carolina,North Carolina,27893,9,0,1,41,0.85,-158.235,5,1271.0475,5,35.99
MN,Savage,Charles Sheldon,Corporate,13-Jan-14,13-Jan-14,21379,High,Furniture,Jumbo Drum,"Global Leather & Oak Executive Chair, Burgundy",Chairs & Chairmats,Central,2952,15-Jan-14,Delivery Truck,Minnesota,Minnesota,55378,4.5,0.05,1,35,0.77,-1046.78,2,5428.49,60.2,150.89
FL,Fort Pierce,Mick Crebagga,Corporate,14-Jan-14,14-Jan-14,46147,Critical,Furniture,Jumbo Box,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",Tables,South,6485,16-Jan-14,Delivery Truck,Florida,Florida,34982,8.5,0.09,1,12,0.66,261.66,8,6502.46,64.59,550.98
FL,Fort Pierce,Mick Crebagga,Corporate,14-Jan-14,14-Jan-14,46147,Critical,Office Supplies,Small Box,"Wilson Jones Hanging View Binder, White, 1""",Binders and Binder Accessories,South,6484,16-Jan-14,Express Air,Florida,Florida,34982,8.5,0.08,1,39,0.39,-87.009,8,282.48,6.05,7.1
FL,Fort Pierce,Mick Crebagga,Corporate,14-Jan-14,14-Jan-14,46147,Critical,Office Supplies,Small Box,GBC Standard Therm-A-Bind Covers,Binders and Binder Accessories,South,6483,16-Jan-14,Regular Air,Florida,Florida,34982,8.5,0.01,1,37,0.39,30.685,8,925.8,12.98,24.92
MO,Clayton,Brian Thompson,Home Office,14-Jan-14,14-Jan-14,49189,Critical,Office Supplies,Small Box,Security-Tint Envelopes,Envelopes,Central,6896,17-Jan-14,Regular Air,Missouri,MO,63105,5.5,0.06,1,32,0.36,101.82,4,249.59,1.39,7.64
MA,Falmouth,Ann Blume,Small Business,15-Jan-14,15-Jan-14,25669,Critical,Office Supplies,Small Box,Avery 487,Labels,East,3600,15-Jan-14,Regular Air,Massachusetts,MA,02540,10.5,0.02,1,12,0.38,15.42,2,45.63,0.5,3.69
IN,Vincennes,Filia McAdams,Small Business,15-Jan-14,15-Jan-14,19365,Medium,Office Supplies,Small Box,Xerox 1992,Paper,Central,2678,16-Jan-14,Regular Air,Indiana,Indiana,47591,7,0.03,1,29,0.36,-43.36,3,181.83,5.2,5.98
IL,Hanover Park,Monica Federle,Corporate,16-Jan-14,16-Jan-14,46980,Critical,Office Supplies,Small Box,Avery 51,Labels,Central,6603,16-Jan-14,Regular Air,Illinois,Illinois,60103,6,0.01,1,34,0.39,103.16,3,216.3,0.5,6.3
OH,Elyria,Guy Phonely,Corporate,16-Jan-14,16-Jan-14,11111,Medium,Furniture,Wrap Bag,Eldon Econocleat® Chair Mats for Low Pile Carpets,Office Furnishings,East,1542,18-Jan-14,Regular Air,Ohio,Ohio,44035,8,0.1,1,7,0.73,-59.85,3,308.52,34.2,41.47
CA,Whittier,Chris McAfee,Consumer,16-Jan-14,16-Jan-14,35780,Medium,Office Supplies,Wrap Bag,Newell 320,Pens & Art Supplies,West,5014,18-Jan-14,Regular Air,California,California,90604,2,0.01,1,6,0.58,-4.5,5,28.55,1.6,4.28
OH,Elyria,Guy Phonely,Corporate,16-Jan-14,16-Jan-14,11111,Medium,Office Supplies,Small Box,Xerox 210,Paper,East,1543,18-Jan-14,Regular Air,Ohio,Ohio,44035,8,0.1,1,29,0.37,-119.72,3,176.5,7.37,6.48
PA,Hazleton,Troy Blackwell,Home Office,17-Jan-14,17-Jan-14,15719,Critical,Furniture,Jumbo Drum,"Global Leather and Oak Executive Chair, Black",Chairs & Chairmats,East,2185,18-Jan-14,Delivery Truck,Pennsylvania,Pennsylvania,18201,9,0.07,1,18,0.56,604.46,3,5405.44,64.73,300.98
OK,Norman,Pauline Chand,Corporate,17-Jan-14,17-Jan-14,28642,High,Office Supplies,Small Box,"Wilson Jones 1"" Hanging DublLock® Ring Binders",Binders and Binder Accessories,Central,4012,19-Jan-14,Regular Air,Oklahoma,Oklahoma,73071,4.5,0,1,41,0.37,14.484,6,230.29,2.99,5.28
OK,Norman,Pauline Chand,Corporate,17-Jan-14,17-Jan-14,28642,High,Technology,Small Box,iDENi80s,Telephones and Communication,Central,4013,19-Jan-14,Regular Air,Oklahoma,Oklahoma,73071,4.5,0,1,27,0.59,-52.701,6,1592.0415,19.99,65.99
AZ,Glendale,Ashley Jarboe,Home Office,18-Jan-14,18-Jan-14,36931,Not Specified,Office Supplies,Wrap Bag,Newell 320,Pens & Art Supplies,West,5197,18-Jan-14,Regular Air,Arizona,Arizona,85301,3,0.1,1,46,0.58,-15.79,5,180.56,1.6,4.28
TX,Odessa,Roy French,Consumer,18-Jan-14,18-Jan-14,16096,High,Office Supplies,Small Box,Avery 474,Labels,Central,2224,19-Jan-14,Express Air,Texas,Texas,79762,4,0,1,9,0.36,18.21,7,42.21,0.99,2.88
NY,Deer Park,Dorris Love,Home Office,18-Jan-14,18-Jan-14,10722,Not Specified,Office Supplies,Small Box,Xerox 199,Paper,East,1490,20-Jan-14,Regular Air,New York,New York,11729,9.5,0.01,1,8,0.4,-27.44,2,40.26,5.68,4.28
FL,Sarasota,Tanja Norvell,Consumer,18-Jan-14,18-Jan-14,49987,High,Technology,Wrap Bag,Accessory21,Telephones and Communication,South,6998,20-Jan-14,Regular Air,Florida,Florida,34239,8.5,0.03,1,14,0.37,51.75,8,242.284,0.99,20.99
